COD_ASL,COD_STRUTTURA,DENOM_STRUTTURA,INDIRIZZO_UBICAZIONE,COD_ISTAT_COMUNE_UBICAZIONE,COMUNE_UBICAZIONE,CAP,PROV_COMUNE_UBICAZIONE,TOT_POSTI_AUTORIZZATI,TOT_POSTI_ACCREDITATI,COD_GESTORE,DENOM_GESTORE,P_IVA,COD_FISCALE_GESTORE,INDIRIZZO_SEDE_LEGALE,COD_ISTAT_COMUNE_SEDE_LEGALE,COMUNE_SEDE_LEGALE,PROV_SEDE_LEGALE,NATURA_GIURIDICA,PUBBLICA_PRIVATA,ONLUS,WGS84_X,WGS84_Y,LOCATION
326,094346,CENTRO DIURNO,"VIA SANTA MARIA,17",017077,GAVARDO,25085,BS,25,25,690735,FONDAZIONE LA MEMORIA ETS,96000500171,96000500171,"VIA SANTA MARIA,17",017077,GAVARDO,BS,,PRIVATA,,10.4396983,45.5870188,POINT (10.4396983 45.5870188)
323,000931,CDI CITTA' DI TIRANO,"VIA GIOVANNI BERTACCHI,3",014066,TIRANO,23037,SO,20,20,690493,"""FONDAZIONE """"CASA DI RIPOSO CITTA' DI TIRANO"""" ONLUS""",00401160148,83001140140,"VIA GIOVANNI BERTACCHI,6",014066,TIRANO,SO,,PRIVATA,,10.1707946,46.2176723,POINT (10.1707946 46.2176723)
324,001175,CDI GIMOT,"VIA MARCO D'AGRATE,28",108001,AGRATE BRIANZA,20864,MB,20,20,691738,COMUNE DI AGRATE BRIANZA,00732220967,02254070150,"VIA SAN PAOLO,24",108001,AGRATE BRIANZA,MB,,PUBBLICA,,9.350198,45.5751731,POINT (9.350198 45.5751731)
326,090647,CASA SERENA  MAESTRA ANGIOLINA BRESCIANI,"VIA BARCO,60 G",017046,CAZZAGO SAN MARTINO,25046,BS,20,20,690677,DON AMBROGIO CACCIAMATTA - FRATELLI GUERINI ONLUS,03595720172,80016110175,"VIA PER ROVATO,13/D",017085,ISEO,BS,,PRIVATA,,10.0408512,45.583146,POINT (10.0408512 45.583146)
324,001019,CDI MARIA BAMBINA,"VIA ROMA,7",108006,BELLUSCO,20882,MB,25,25,691775,L'ARCOBALENO SOCIETA' COOPERATIVA SOCIALE - ONLUS,01461770131,01461770131,"VIALE FILIPPO TURATI,117",097042,LECCO,LC,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATA,SI,9.4197378,45.6185129,POINT (9.4197378 45.6185129)
321,000271,CDI FONDAZIONE G. GEMELLARO ONLUS,"VIA XXV APRILE,32",015005,ALBAIRATE,20080,MI,34,34,690858,FONDAZIONE GIUSEPPE GEMELLARO ONLUS,03345430965,97146120155,"VIA XXV APRILE,32",015005,ALBAIRATE,MI,,PRIVATA,,8.9394482,45.4178669,POINT (8.9394482 45.4178669)
327,001978,"""CDI FONDAZIONE """"BENEFATTORI CREMASCHI""""""","VIA PLACIDO ZURLA,1",019035,CREMA,26013,CR,20,20,690690,FONDAZIONE BENEFATTORI CREMASCHI ONLUS,01319070197,01319070197,"VIA KENNEDY,2",019035,CREMA,CR,FONDAZIONE,PRIVATA,SI,9.6856744,45.365323,POINT (9.6856744 45.365323)
327,001881,C.D.I. VILLA MADDALENA,"VIA CESARE BATTISTI,17",020026,GOITO,46044,MN,15,15,690452,C.S.A. COOPERATIVA SERVIZI ASSISTENZIALI - SOCIETA' COOPERATIVA SOCIALE,01697440202,01697440202,"VIA GELSO,8",020030,MANTOVA,MN,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATA,SI,10.66803,45.25649,POINT (10.66803 45.25649)
321,000528,CDI LEOPARDI,"VIA CESARE PASCARELLA,19",015146,MILANO,20157,MI,20,20,691731,EDOS SRL,09320650964,05831590962,"VIA BENEDETTO DA FOIANO,14",048017,FIRENZE,FI,SOCIETA' A RESPONSABILITA' LIMITATA CON UN UNICO SOCIO,PRIVATA,NO,9.1431281,45.5160146,POINT (9.1431281 45.5160146)
321,000666,"""CDI """"IL GIRASOLE""""""","VIA CAMILLO BENSO DI CAVOUR,21",015140,MELEGNANO,20077,MI,30,30,690409,FONDAZIONE CASTELLINI - ONLUS,03769650155,84507490153,"VIA CAMILLO BENSO DI CAVOUR,21",015140,MELEGNANO,MI,,PRIVATA,,9.3253777,45.3601758,POINT (9.3253777 45.3601758)
325,001337,CDI FONDAZIONE SANT'ANDREA,"VIA SAN DEFENDENTE,1",016077,CLUSONE,24023,BG,30,30,690757,FONDAZIONE SANT'ANDREA ONLUS,03215660162,03215660162,"VIA SAN DEFENDENTE,1",016077,CLUSONE,BG,,PRIVATA,,9.95353,45.89125,POINT (9.95353 45.89125)
322,000784,"""CDI """"CASA DON GUANELLA""""""","PIAZZA DON GUANELLA,43",012084,ISPRA,21027,VA,10,10,691166,PROVINCIA ITALIANA DELLA CONGREGAZIONE DEI SERVI DELLA CARITA' - OPERA DON GUANELLA,01084241007,02595400587,"VICOLO CLEMENTI,41",058091,ROMA,RM,,PRIVATA,,8.61252,45.81452,POINT (8.61252 45.81452)
328,002219,CDI ISTITUTO DI ASSISTENZA E CURA SANTA MARGHERITA,"VIA EMILIA,10/12",018110,PAVIA,27100,PV,30,30,690361,ISTITUZIONI ASSISTENZIALI RIUNITE DI PAVIA - AZIENDA DI SERVIZI ALLA PERSONA,02030350181,02030350181,"VIALE GIACOMO MATTEOTTI,63",018110,PAVIA,PV,AZIENDA DI SERVIZI ALLA PERSONA (ASP),PUBBLICA,NO,9.17344,45.19542,POINT (9.17344 45.19542)
321,000445,"CDI ""IL GELSO""","VIA MILANO,51",015243,VITTUONE,20009,MI,20,20,691788,AV VITTUONE S.R.L.,05944080968,05944080968,"VIA MANFREDO CAMPERIO,14",015146,MILANO,MI,,PRIVATA,,8.9497425,45.482419,POINT (8.9497425 45.482419)
323,000908,CDI FONDAZIONE DON G. FERRAGLIO,"VIA GIOVANNI FERRAGLIO,8",017101,MALONNO,25040,BS,15,15,690626,FONDAZIONE DON GIOVANNI FERRAGLIO MALONNO ONLUS,00656570983,01814460174,"VIA GIOVANNI FERRAGLIO,8",017101,MALONNO,BS,,PRIVATA,,10.31679,46.11964,POINT (10.31679 46.11964)
327,001974,CDI ROBECCO D'OGLIO,"VIA GIUSEPPE MAZZINI,31",019085,ROBECCO D'OGLIO,26010,CR,15,15,690539,FONDAZIONE CASA DI RIPOSO DI ROBECCO D'OGLIO ONLUS,01097920191,93029860199,"VIA GIUSEPPE MAZZINI, 31",019085,ROBECCO D'OGLIO,CR,FONDAZIONE,PRIVATA,NO,10.0801393,45.2575018,POINT (10.0801393 45.2575018)
327,098124,"CENTRO DIURNO PER ANZIANI DI ""CASA ROSANNA""","VIA GIUSEPPE GARIBALDI,6",020036,MONZAMBANO,46040,MN,10,10,690452,C.S.A. COOPERATIVA SERVIZI ASSISTENZIALI - SOCIETA' COOPERATIVA SOCIALE,01697440202,01697440202,"VIA GELSO,8",020030,MANTOVA,MN,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATA,SI,10.6907475,45.3860559,POINT (10.6907475 45.3860559)
322,004757,CDI FONDAZIONE CENTRO ASSISTENZA ANZIANI GIULIO MORONI ONLUS,"VIA CARDINALE FERRARI,4",012042,CASTELLANZA,21053,VA,40,40,690676,FONDAZIONE CENTRO ASSISTENZA ANZIANI GIULIO MORONI,81009930124,81009930124,"VIA CARDINALE FERRARI,4",012042,CASTELLANZA,VA,,PRIVATA,,8.905,45.6111,POINT (8.905 45.6111)
321,000488,"C.D.I. FONDAZIONE CASA DI RIPOSO ""CITTA' DI ABBIATEGRASSO-ONLUS""","STRADA PER CASSINETTA DI LUGAGNANO,25",015002,ABBIATEGRASSO,20081,MI,40,30,690853,FONDAZIONE CASA DI RIPOSO CITTA' DI ABBIATEGRASSO ONLUS,09345870159,82000770154,"STRADA PER CASSINETTA DI LUGAGNANO,25",015002,ABBIATEGRASSO,MI,,PRIVATA,,8.90964,45.41295,POINT (8.90964 45.41295)
326,001570,CDI DON ANGELO COLOMBO,"VIA ROSE,1",017188,TRAVAGLIATO,25039,BS,15,15,690498,"FONDAZIONE ""DON ANGELO COLOMBO"" O.N.L.U.S.",01998380172,80019150178,"VIA ROSE,1",017188,TRAVAGLIATO,BS,FONDAZIONE,PRIVATA,NO,10.0769139,45.5278236,POINT (10.0769139 45.5278236)
324,001085,CDI LA ROSA D'ARGENTO,"VIA SAN CARLO,5",108038,RONCO BRIANTINO,20885,MB,30,20,692369,CODESS SOCIALE SOCIETA' COOPERATIVA SOCIALE,03174760276,03174760276,"VIA GIOVANNI BOCCACCIO,96",028060,PADOVA,PD,SOCIETA' COOPERATIVA DI SOLIDARIETA' SOCIALE,PRIVATA,SI,9.40227,45.66172,POINT (9.40227 45.66172)
325,001449,CDI NUOVA STRUTTURA,"VIA MONTE GLENO,49",016024,BERGAMO,24125,BG,30,30,690823,FONDAZIONE CASA DI RICOVERO SANTA MARIA AUSILIATRICE ONLUS,01066880160,80017150162,"VIA MONTE GLENO,49",016024,BERGAMO,BG,,PRIVATA,,9.70346,45.69755,POINT (9.70346 45.69755)
324,100209,UL MUROM,"VIA ALESSANDRO MANZONI,26",097016,CASATENOVO,23880,LC,15,15,691429,FONDAZIONE MARIA MONZINI ONLUS,01493170136,85000290131,"VIA ALESSANDRO MANZONI,26",097016,CASATENOVO,LC,FONDAZIONE,PRIVATA,SI,9.3101242,45.6983281,POINT (9.3101242 45.6983281)
326,001695,CDI C/O LA CASA DI RIPOSO B. BERTELLA,"VIA PARROCCHIALE,26",017168,SABBIO CHIESE,25070,BS,14,14,690550,COMUNE DI SABBIO CHIESE,00576260988,00735630170,"VIA CADUTI,1",017168,SABBIO CHIESE,BS,,PUBBLICA,,10.42018,45.65647,POINT (10.42018 45.65647)
326,001486,CDI C/O FONDAZIONE IRENE RUBINI FALK ONLUS,"VIA IRENE RUBINI FALCK,5",017204,VOBARNO,25079,BS,40,40,690464,FONDAZIONE IRENE RUBINI  FALCK ONLUS,00726650989,87002670179,"VIA IRENE RUBINI FALCK,5",017204,VOBARNO,BS,,PRIVATA,,10.49654,45.64436,POINT (10.49654 45.64436)
327,004784,CASA DI RIPOSO GIOVANNI E LUCIANA ARVEDI,"VIA ANGELO MASSAROTTI,49",019036,CREMONA,26100,CR,30,30,691831,FONDAZIONE LA PACE ONLUS,01590790190,93052420192,"VIA ANGELO MASSAROTTI, 49",019036,CREMONA,CR,FONDAZIONE,PRIVATA,NO,10.01205,45.13556,POINT (10.01205 45.13556)
326,001498,CDI C/O FOND. CENTRO SERVIZI PER ANZIANI C. DI R. MAGGI ONLUS,"VIA GUGLIELMO MARCONI,20",017045,CASTREZZATO,25030,BS,20,10,690768,FONDAZIONE CENTRO DI SERVIZI PER ANZIANI CASA DI RIPOSO MAGGI - ONLUS,00724820980,82003210174,"VIA GUGLIELMO MARCONI,20",017045,CASTREZZATO,BS,,PRIVATA,,9.9818891,45.5123509,POINT (9.9818891 45.5123509)
326,001653,CDI C/O FONDAZIONE CENTRO SERVIZI ASSISTENZIALI CAMI-ALBERINI ONLUS,"VIA ALBERINI,18",017080,GOTTOLENGO,25023,BS,10,10,690656,"FONDAZIONE ""CENTRO SERVIZI ASSISTENZIALI CAMI - ALBERINI"" ONLUS",01903970984,01903970984,"VIA ALBERINI,18",017080,GOTTOLENGO,BS,FONDAZIONE,PRIVATA,NO,10.27523,45.29209,POINT (10.27523 45.29209)
327,002002,CENTRO DIURNO INTEGRATO IL GELSO,VIA SANT'APOLLONIO,020015,CASTEL GOFFREDO,46042,MN,25,25,154952,IL GELSO S.R.L.,12156120011,12156120011,"VIA PRINCIPE TOMMASO,36",001272,TORINO,TO,,PRIVATA,,10.46431593,45.29450316,POINT (10.46431593 45.29450316)
326,001539,CDI C/O FONDAZIONE VILLA FIORI R.S.A-ONLUS,"VIA BELCOLLE,17",017117,NAVE,25075,BS,15,15,690581,"FONDAZIONE ""VILLA FIORI"" RSA ONLUS",01823600174,80014450177,"VIA BELCOLLE,17",017117,NAVE,BS,,PRIVATA,,10.2777,45.58761,POINT (10.2777 45.58761)
321,000057,CDI GIOLLI,"VIA RAFFAELLO GIOLLI,29",015146,MILANO,20162,MI,30,30,732585,SOCIOSFERA   ONLUS SOCIETA' COOPERATIVA SOCIALE,02796480966,10073520156,"VIA ANTONIO GRAMSCI,9",108039,SEREGNO,MB,,PRIVATA,,9.2107246,45.5268281,POINT (9.2107246 45.5268281)
325,001376,CDI C/O FONDAZIONE RSA VAGLIETTI CORSINI ETS,"VICOLO OSPEDALE,2",016079,COLOGNO AL SERIO,24055,BG,25,25,690760,FONDAZIONE RSA VAGLIETTI - CORSINI ONLUS,00781840160,84002530164,"VICOLO OSPEDALE,2",016079,COLOGNO AL SERIO,BG,,PRIVATA,,9.7085898,45.5805797,POINT (9.7085898 45.5805797)
321,000574,"""CDI C/O RSA """"ERMANNO DONATI""""""","VIA DON BALZARINI,51",015168,PARABIAGO,20015,MI,30,30,690570,COMUNE DI PARABIAGO,01059460152,01059460152,"PIAZZA DELLA VITTORIA,7",015168,PARABIAGO,MI,,PUBBLICA,,8.9315719,45.5534379,POINT (8.9315719 45.5534379)
324,001161,CDI SAN GIUSEPPE,"VIA FRATELLI CALVI,62",097013,CALOLZIOCORTE,23801,LC,30,30,690705,PARROCCHIA S. MARTINO VESCOVO CASA MADONNA DELLA FIDUCIA,00999300163,00999300163,"PIAZZA ARCIPRESBITERALE,3",097013,CALOLZIOCORTE,LC,,PRIVATA,,9.4388881,45.7967542,POINT (9.4388881 45.7967542)
